C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_38_579.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_38_579.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_38_579.jpg, 0, 0, 0, 7.787076E-05
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_38_685.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_38_685.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_38_685.jpg, 0, 0.158568, 0, 0.0215467
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_38_793.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_38_793.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_38_793.jpg, 0, 0.4802382, 0, 0.6222858
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_38_894.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_38_894.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_38_894.jpg, 0, 0.7871955, 0, 1.409835
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_000.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_000.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_000.jpg, 0, 1, 0, 2.567325
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_130.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_130.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_130.jpg, 0, 0.7894627, 0, 4.081907
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_234.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_234.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_234.jpg, 0, 0.478536, 0, 4.742219
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_359.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_359.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_359.jpg, 0, 0.8404869, 0, 5.727408
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_455.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_455.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_455.jpg, 0, 1, 0, 6.867525
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_576.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_576.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_576.jpg, 0, 1, 0, 8.231745
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_672.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_672.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_672.jpg, 0, 1, 0, 9.356446
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_775.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_775.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_775.jpg, -0.3085251, 1, 0, 10.4373
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_899.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_899.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_899.jpg, -0.6638547, 1, 0, 11.71049
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_39_993.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_39_993.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_39_993.jpg, -0.9647669, 1, 0, 12.34211
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_100.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_100.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_100.jpg, -1, 1, 0, 13.48053
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_211.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_211.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_211.jpg, -0.6694222, 0.6694222, 0, 14.6046
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_320.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_320.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_320.jpg, -0.3494386, 0.3494386, 0, 14.77405
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_440.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_440.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_440.jpg, 0, 0, 0, 14.60293
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_549.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_549.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_549.jpg, 0, 0, 0, 14.99443
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_664.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_664.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_664.jpg, 0, 0, 0, 14.83049
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_761.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_761.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_761.jpg, 0, 0, 0, 14.15719
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_40_904.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_40_904.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_40_904.jpg, 0.4132965, 0, 0, 14.3882
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_008.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_008.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_008.jpg, 0.3819794, 0, 0, 13.71731
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_127.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_127.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_127.jpg, 0, 0, 0, 13.45459
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_236.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_236.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_236.jpg, 0, 0, 0, 13.3138
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_347.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_347.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_347.jpg, -0.3316593, 0, 0, 13.58009
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_450.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_450.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_450.jpg, -0.01749423, 0, 0, 13.41198
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_552.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_552.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_552.jpg, 0, 0, 0, 12.7131
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_652.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_652.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_652.jpg, 0, 0, 0, 13.13777
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_765.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_765.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_765.jpg, 0, 0, 0, 12.44642
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_860.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_860.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_860.jpg, 0, 0.322581, 0, 13.05559
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_41_989.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_41_989.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_41_989.jpg, 0, 0.7110258, 0, 13.45553
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_102.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_102.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_102.jpg, 0, 0.3723411, 0, 14.08642
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_205.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_205.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_205.jpg, 0, 0.1056993, 0, 14.0565
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_310.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_310.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_310.jpg, -0.3017757, 0, 0, 14.07847
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_421.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_421.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_421.jpg, -0.228375, 0, 0, 13.86361
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_560.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_560.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_560.jpg, 0, 0, 0, 13.38554
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_701.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_701.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_701.jpg, 0, 0, 0, 13.20543
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_788.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_788.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_788.jpg, -0.1541979, 0, 0, 13.37839
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_42_911.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_42_911.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_42_911.jpg, -0.1243731, 0, 0, 13.1327
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_026.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_026.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_026.jpg, 0, 0, 0, 12.88147
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_152.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_152.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_152.jpg, -0.2015145, 0, 0, 12.74774
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_253.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_253.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_253.jpg, -0.3417675, 0, 0, 12.58245
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_379.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_379.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_379.jpg, 0, 0, 0, 12.26606
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_493.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_493.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_493.jpg, -0.2442651, 0, 0, 12.20842
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_614.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_614.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_614.jpg, 0, 0, 0, 12.02361
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_720.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_720.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_720.jpg, 0, 0, 0, 11.77492
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_831.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_831.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_831.jpg, -0.3416394, 0, 0, 11.68867
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_43_948.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_43_948.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_43_948.jpg, -0.0009852387, 0, 0, 11.61265
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_064.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_064.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_064.jpg, -0.3457626, 0, 0, 11.46314
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_168.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_168.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_168.jpg, -0.545346, 0, 0, 11.19762
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_272.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_272.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_272.jpg, -0.235787, 0, 0, 11.07874
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_374.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_374.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_374.jpg, -0.5460044, 0, 0, 10.93675
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_491.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_491.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_491.jpg, -0.5004368, 0, 0, 10.82036
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_592.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_592.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_592.jpg, -0.5374304, 0, 0, 10.62403
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_697.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_697.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_697.jpg, -0.2193263, 0, 0, 10.53237
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_806.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_806.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_806.jpg, 0, 0, 0, 10.41225
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_44_918.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_44_918.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_44_918.jpg, 0, 0, 0, 10.28382
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_037.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_037.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_037.jpg, 0, 0, 0, 10.15995
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_151.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_151.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_151.jpg, 0, 0, 0, 10.0375
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_263.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_263.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_263.jpg, 0, 0.0939588, 0, 9.951759
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_367.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_367.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_367.jpg, 0, 0.4073685, 0, 10.23549
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_471.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_471.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_471.jpg, 0, 0.7184163, 0, 10.96439
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_577.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_577.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_577.jpg, 0, 1, 0, 12.11737
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_718.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_718.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_718.jpg, 0, 0.7487029, 0, 13.19966
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_819.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_819.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_819.jpg, 0, 0.4441894, 0, 13.86476
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_45_921.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_45_921.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_45_921.jpg, 0, 0.2573797, 0, 14.05688
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_46_032.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_46_032.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_46_032.jpg, 0, 0.5903737, 0, 14.58901
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_46_151.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_46_151.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_46_151.jpg, 0, 0.2355313, 0, 14.78364
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_46_264.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_46_264.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_46_264.jpg, 0, 0, 0, 14.9442
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_46_388.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_46_388.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_46_388.jpg, 0, 0, 0, 14.7728
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_46_539.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_46_539.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_46_539.jpg, -0.1327761, 0, 0, 14.34236
C:\Users\keerthana\Downloads\simulator-windows-64\IMG\center_2022_06_29_21_21_46_621.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\left_2022_06_29_21_21_46_621.jpg, C:\Users\keerthana\Downloads\simulator-windows-64\IMG\right_2022_06_29_21_21_46_621.jpg, -0.317367, 0, 0, 14.3342
